,Drug,Gene
7361,DB00934,3356
7362,DB00197,1577
7363,DB01392,3357
7364,DB08737,2099
7365,DB08896,5979
7366,DB00482,1576
7367,DB00421,79644
7368,DB01038,1816
7369,DB01959,5142
7370,DB00246,152
7371,DB04566,122622
7372,DB09128,3350
7373,DB07049,3290
7374,DB00703,760
7375,DB08515,5687
7376,DB00628,2560
7377,DB01105,6531
7378,DB01567,2556
7379,DB08930,1577
7380,DB00499,1577
7381,DB01017,4318
7382,DB08330,29796
7383,DB09076,1131
7384,DB00295,7364
7385,DB01589,2560
7386,DB00773,1576
7387,DB01028,27032
7388,DB01019,1129
7389,DB04885,3359
7390,DB01430,476
7391,DB05161,5657
7392,DB03023,4067
7393,DB08453,29796
7394,DB00446,1576
7395,DB05404,7157
7396,DB06663,6755
7397,DB05014,2322
7398,DB01227,1143
7399,DB04821,4353
7400,DB00620,1576
7401,DB01132,1557
7402,DB01238,3363
7403,DB00718,4831
7404,DB00718,654364
7405,DB07556,4312
7406,DB00128,8604
7407,DB00753,27032
7408,DB02494,4809
7409,DB00780,8639
7410,DB00072,2215
7411,DB00758,1558
7412,DB00679,1571
7413,DB03331,26330
7414,DB06933,5602
7415,DB01142,152
7416,DB01204,1576
7417,DB00752,4128
7418,DB00582,2328
7419,DB08124,1017
7420,DB06898,2099
7421,DB08299,5144
7422,DB01136,147
7423,DB07223,1508
7424,DB08897,1132
7425,DB00171,10939
7426,DB00675,5578
7427,DB00599,2559
7428,DB00668,152
7429,DB00157,374291
7430,DB00108,2209
7431,DB00543,147
7432,DB00467,1544
7433,DB00160,23428
7434,DB08553,673
7435,DB04645,5837
7436,DB01184,1555
7437,DB07574,10376
7438,DB00751,148
7439,DB07446,4321
7440,DB08899,1558
7441,DB00805,6532
7442,DB00668,1544
7443,DB00682,1562
7444,DB00755,216
7445,DB08624,2147
7446,DB00041,5321
7447,DB03106,2629
7448,DB08221,7010
7449,DB00872,552
7450,DB07860,5569
7451,DB04975,1555
7452,DB08236,10095
7453,DB00856,7498
7454,DB00248,3356
7455,DB00580,1576
7456,DB03849,5142
7457,DB00495,7083
7458,DB01159,4535
7459,DB01225,2159
7460,DB04077,3708
7461,DB07771,2339
7462,DB00201,5150
7463,DB00683,1571
7464,DB07877,3320
7465,DB01248,4133
7466,DB00514,1535
7467,DB00796,54659
7468,DB01996,4322
7469,DB00829,1576
7470,DB04967,7153
7471,DB00162,112724
7472,DB00707,2209
7473,DB03381,6010
7474,DB01591,1131
7475,DB05715,7357
7476,DB00471,1559
7477,DB08564,6714
7478,DB00157,4725
7479,DB00641,1557
7480,DB00031,5055
7481,DB01229,4133
7482,DB00580,1559
7483,DB00532,1565
7484,DB00774,6557
7485,DB07676,2932
7486,DB00501,1559
7487,DB00794,2567
7488,DB00248,150
7489,DB00114,211
7490,DB00142,6511
7491,DB01275,5033
7492,DB05655,3360
7493,DB06836,5289
7494,DB00996,781
7495,DB00112,2209
7496,DB00215,1544
7497,DB02379,387266
7498,DB05743,3351
7499,DB00188,5708
7500,DB00005,2213
7501,DB05075,3791
7502,DB00999,6559
7503,DB01559,2570
7504,DB01341,2554
7505,DB00643,1576
7506,DB01424,1565
7507,DB07156,3480
7508,DB00237,1137
7509,DB01567,2564
7510,DB06589,2261
7511,DB00683,2570
7512,DB00936,5743
7513,DB04786,5320
7514,DB08132,1017
7515,DB08773,2099
7516,DB00320,1576
7517,DB00458,1813
7518,DB01227,4988
7519,DB08155,759
7520,DB01410,1066
7521,DB00514,10280
7522,DB00705,1577
7523,DB05026,3356
7524,DB01171,1557
7525,DB02569,4830
7526,DB04054,3320
7527,DB00893,2512
7528,DB00247,3363
7529,DB01645,2099
7530,DB00590,146
7531,DB04821,6531
7532,DB00381,774
7533,DB07710,760
7534,DB00358,1565
7535,DB02325,55256
7536,DB08070,5569
7537,DB04938,2099
7538,DB00157,10873
7539,DB00054,3690
7540,DB01905,5328
7541,DB00333,1544
7542,DB09028,8973
7543,DB08478,7298
7544,DB01915,2938
7545,DB00805,4128
7546,DB00987,1633
7547,DB07543,154
7548,DB00143,2937
7549,DB07574,81551
7550,DB00273,2561
7551,DB00688,8824
7552,DB00220,1577
7553,DB00714,1816
7554,DB01418,1576
7555,DB00773,2950
7556,DB00393,1577
7557,DB04246,5644
7558,DB05389,9332
7559,DB07683,4321
7560,DB01238,3356
7561,DB01216,6716
7562,DB00571,154
7563,DB00002,9103
7564,DB01102,153
7565,DB02078,5217
7566,DB04953,3785
7567,DB00549,10800
7568,DB00237,2566
7569,DB00540,152
7570,DB00546,2570
7571,DB00647,4988
7572,DB06927,8648
7573,DB07763,1537
7574,DB01107,2560
7575,DB01071,3269
7576,DB08818,50939
7577,DB09068,1557
7578,DB01275,8639
7579,DB00839,3758
7580,DB02463,5644
7581,DB03575,1555
7582,DB01128,1559
7583,DB00209,1128
7584,DB00661,6532
7585,DB00898,131
7586,DB04988,1956
7587,DB07087,10499
7588,DB00842,100861540
7589,DB00842,1551
7590,DB08745,2159
7591,DB02269,5644
7592,DB04442,5644
7593,DB02546,3066
7594,DB00665,1557
7595,DB05147,10383
7596,DB00668,150
7597,DB08597,90
7598,DB01032,24145
7599,DB01567,2562
7600,DB08819,5737
7601,DB06148,6532
7602,DB00571,100861540
7603,DB00571,1551
7604,DB06995,4233
7605,DB02701,683
7606,DB03950,760
7607,DB00107,5020
7608,DB07852,890
7609,DB01619,3269
7610,DB01045,1548
7611,DB08566,1504
7612,DB00242,54107
7613,DB00312,2904
7614,DB04416,4314
7615,DB06616,613
7616,DB00641,3689
7617,DB06809,7852
7618,DB00785,1132
7619,DB01614,1813
7620,DB00458,1565
7621,DB08870,1577
7622,DB06856,5328
7623,DB00380,7155
7624,DB08515,5695
7625,DB02812,5644
7626,DB00150,1644
7627,DB00875,1812
7628,DB00402,2567
7629,DB03344,9265
7630,DB00397,153
7631,DB01565,4986
7632,DB00612,1576
7633,DB00449,590
7634,DB00866,154
7635,DB00726,3269
7636,DB04297,55869
7637,DB08477,2159
7638,DB00398,2260
7639,DB00242,50484
7640,DB01355,1139
7641,DB01355,89832
7642,DB05740,1135
7643,DB00773,54658
7644,DB01068,1576
7645,DB01348,1636
7646,DB00783,1545
7647,DB00114,113675
7648,DB00917,1583
7649,DB00281,1558
7650,DB00334,152
7651,DB01136,7412
7652,DB01346,2891
7653,DB07997,5566
7654,DB00898,1543
7655,DB01062,1565
7656,DB01024,54600
7657,DB09272,4988
7658,DB02615,2099
7659,DB01248,1576
7660,DB00666,2798
7661,DB00683,2563
7662,DB07711,100
7663,DB02915,890
7664,DB07559,1723
7665,DB01079,1571
7666,DB04059,5328
7667,DB00628,2561
7668,DB01007,1595
7669,DB06867,5300
7670,DB00155,4843
7671,DB00359,1559
7672,DB02058,2263
7673,DB00404,1577
7674,DB03861,10242
7675,DB00675,2328
7676,DB07584,2932
7677,DB00740,1543
7678,DB04970,3350
7679,DB04447,5479
7680,DB07853,9748
7681,DB08583,25
7682,DB00393,778
7683,DB03059,1892
7684,DB07374,6135
7685,DB08162,5566
7686,DB02377,4860
7687,DB01250,3458
7688,DB00421,1585
7689,DB01222,2908
7690,DB04927,6713
7691,DB04792,5644
7692,DB00929,5732
7693,DB04522,5566
7694,DB01236,2559
7695,DB01017,3553
7696,DB01185,2099
7697,DB03958,28960
7698,DB04794,1557
7699,DB05147,112714
7700,DB00359,1576
7701,DB00005,7124
7702,DB00131,107
7703,DB03019,1017
7705,DB00157,221
7706,DB01136,1559
7707,DB00199,213
7708,DB00952,3355
7709,DB02659,1351
7710,DB04957,1576
7711,DB08916,2066
7712,DB02422,11253
7713,DB00458,1131
7714,DB00911,1576
7715,DB00829,1559
7716,DB00665,367
7717,DB03703,125
7718,DB08879,10673
7719,DB02260,210
7720,DB00586,3786
7721,DB05024,7421
7722,DB00794,1558
7723,DB00540,6532
7724,DB00143,2939
7725,DB00114,339896
7726,DB04841,8912
7727,DB00738,1565
7728,DB00786,4312
7729,DB04799,4519
7730,DB04796,7421
7731,DB01136,1543
7732,DB03483,5770
7733,DB08039,817
7734,DB01100,1557
7735,DB00116,275
7736,DB03581,2821
7737,DB01238,1814
7738,DB03594,760
7739,DB01041,1544
7740,DB00704,54658
7741,DB04803,3162
7742,DB00268,3357
7743,DB00701,1559
7744,DB00448,495
7745,DB00463,2562
7746,DB01445,4129
7747,DB01161,6531
7748,DB00583,1066
7749,DB01558,2561
7750,DB04232,4314
7751,DB07834,1432
7752,DB06148,150
7753,DB00586,41
7754,DB08342,51399
7755,DB00434,3356
7756,DB00050,3973
7757,DB00777,3356
7758,DB00055,5054
7759,DB03127,5644
7760,DB02938,5319
7761,DB04132,2950
7762,DB00337,1576
7763,DB00834,1576
7764,DB05066,7124
7765,DB08912,1576
7766,DB00342,1565
7767,DB01589,2558
7768,DB02602,760
7769,DB00862,1576
7770,DB00334,147
7771,DB00321,3752
7772,DB01588,2555
7773,DB00157,3291
7774,DB00720,291
7775,DB01624,1816
7776,DB04946,1565
7777,DB02908,6714
7778,DB00641,3156
7779,DB01241,1559
7780,DB01138,1559
7781,DB02336,6714
7782,DB01002,6336
7783,DB00463,2891
7784,DB06741,54600
7785,DB01301,1576
7786,DB00237,2558
7787,DB01017,836
7788,DB01394,203068
7789,DB03598,760
7790,DB00313,1555
7791,DB00857,1559
7792,DB00142,2897
7793,DB01418,1559
7794,DB04940,81027
7795,DB00114,2731
7796,DB01939,5644
7797,DB04971,5465
7798,DB00786,4316
7799,DB00530,1558
7800,DB04896,2904
7801,DB00075,712
7802,DB03316,7043
7803,DB00439,1559
7804,DB00363,1812
7805,DB00365,1576
7806,DB00786,4324
7807,DB01238,1133
7808,DB00675,5590
7809,DB02039,10524
7810,DB04855,1576
7811,DB04655,3176
7812,DB00829,2564
7813,DB01095,1576
7814,DB00531,100861540
7815,DB00531,1551
7816,DB00142,2893
7817,DB01242,1557
7818,DB07470,79784
7819,DB08082,4129
7820,DB00428,1544
7821,DB00098,2213
7822,DB08918,1558
7823,DB00134,4482
7824,DB00074,3560
7825,DB06623,150
7826,DB07876,5569
7827,DB03814,5860
7828,DB00408,3362
7829,DB05492,3358
7830,DB06262,155
7831,DB00142,116444
7832,DB04958,933
7833,DB06756,5625
7834,DB00483,1129
7835,DB00673,100861540
7836,DB00673,1551
7837,DB00009,5340
7839,DB00767,1133
7840,DB00949,1576
7841,DB04474,6278
7842,DB07164,1017
7843,DB08174,2159
7844,DB06800,4986
7846,DB08482,4312
7847,DB07484,1357
7848,DB01213,1571
7849,DB07179,1017
7850,DB01189,2556
7851,DB02866,760
7852,DB07778,7385
7853,DB00246,3362
7854,DB04678,28
7855,DB08896,4914
7856,DB00321,3785
7857,DB06987,4057
7858,DB00544,7378
7859,DB06148,1544
7860,DB00216,5742
7861,DB07763,7386
7862,DB05335,5743
7863,DB04827,316
7864,DB00226,6530
7865,DB03033,4322
7866,DB07712,10499
7867,DB06757,48
7868,DB02427,1719
7869,DB01045,1557
7870,DB01411,1559
7871,DB00082,2690
7872,DB00321,1132
7873,DB06774,4128
7874,DB06894,2166
7875,DB00358,1576
7876,DB01296,4791
7877,DB01161,116443
7878,DB04491,1803
7879,DB06702,1565
7880,DB00013,5104
7881,DB00623,1565
7882,DB07524,5292
7883,DB00805,43
7884,DB00594,41
7885,DB00675,10682
7886,DB04315,1968
7887,DB01218,3757
7888,DB00921,100861540
7889,DB00921,1551
7890,DB00418,2898
7891,DB00943,64816
7892,DB00945,5743
7893,DB07954,5144
7894,DB08818,708
7895,DB05232,6323
7896,DB00808,3753
7897,DB00466,1543
7898,DB00408,3350
7899,DB03309,6820
7900,DB00398,673
7901,DB01694,27087
7902,DB06151,23657
7903,DB07648,1111
7904,DB02230,4860
7905,DB08901,3791
7906,DB06712,781
7907,DB07486,3683
7908,DB01962,3815
7909,DB05487,4791
7910,DB06770,1555
7911,DB00458,100861540
7912,DB00458,1551
7913,DB01863,695
7914,DB03788,7068
7915,DB00811,22978
7916,DB00174,10991
7917,DB08771,3290
7918,DB00901,154
7919,DB00199,1595
7920,DB00421,9254
7921,DB02153,2936
7922,DB07382,2081
7923,DB00413,3350
7924,DB00734,1814
7925,DB01535,4985
7926,DB00246,147
7927,DB07947,208
7928,DB00505,1131
7929,DB00349,1576
7930,DB01388,778
7931,DB06080,3815
7932,DB00347,1571
7933,DB06741,2906
7934,DB00234,1565
7935,DB00268,1576
7936,DB00174,80150
7937,DB00273,760
7938,DB01031,760
7939,DB01863,9266
7940,DB03419,54963
7941,DB01045,1595
7942,DB00228,2565
7943,DB00806,134
7944,DB00133,102724560
7945,DB00133,875
7946,DB02077,4842
7947,DB01223,5139
7948,DB08838,152
7949,DB00540,10857
7950,DB00290,3978
7951,DB06144,1565
7952,DB01183,1385
7953,DB09029,3605
7954,DB03709,5340
7955,DB00852,150
7956,DB02491,2263
7957,DB00334,3350
7958,DB01087,1544
7959,DB03086,10988
7960,DB09080,1558
7961,DB00909,316
7962,DB00477,3362
7963,DB06663,6752
7964,DB01595,2566
7965,DB03397,4245
7966,DB00142,51557
7967,DB00481,316
7968,DB00508,3357
7969,DB01097,2185
7970,DB01452,4988
7971,DB03980,1432
7972,DB03588,1508
7973,DB00273,2562
7974,DB03876,5644
7975,DB02952,1392
7976,DB04272,733
7977,DB08143,2159
7978,DB00128,6035
7979,DB01173,2902
7980,DB00390,1576
7981,DB01544,1571
7982,DB01148,1129
7983,DB00531,1548
7984,DB00785,1133
7985,DB02758,30814
7986,DB01217,1544
7987,DB01403,1129
7988,DB01427,7124
7989,DB07763,4519
7990,DB07078,1111
7991,DB00523,5916
7992,DB04903,2556
7993,DB08699,818
7994,DB00157,4537
7995,DB00421,781
7996,DB00336,1565
7997,DB00363,3356
7998,DB00131,353
7999,DB01863,27071
8000,DB08756,5569
8001,DB00835,1555
8002,DB00714,152
8003,DB00188,1576
8004,DB03963,4846
8005,DB04669,1017
8006,DB01128,1565
8007,DB00607,1576
8008,DB03929,2902
8009,DB07039,367
8010,DB00268,1815
8011,DB00774,759
8012,DB02027,4846
8013,DB00909,11238
8014,DB00432,7083
8015,DB08054,6714
8016,DB08915,5468
8017,DB00163,5515
8018,DB01110,1571
8019,DB01016,1559
8020,DB01104,4129
8021,DB08593,5770
8022,DB01708,2563
8023,DB07480,5770
8024,DB01392,150
8025,DB05831,4072
8026,DB01356,2892
8027,DB02552,9453
8028,DB00880,760
8029,DB00801,2569
8030,DB02338,1806
8031,DB01064,8503
8032,DB00370,3356
8033,DB03476,5328
8034,DB09080,1559
8035,DB00252,1559
8036,DB01011,1571
8037,DB00543,1812
8038,DB00783,8856
8039,DB01396,1583
8040,DB04761,4322
8041,DB03704,128
8042,DB07025,1111
8043,DB00514,4688
8044,DB08007,1990
8045,DB01205,2564
8046,DB00625,1555
8047,DB06804,5743
8048,DB08911,1558
8049,DB07681,590
8050,DB00848,1136
8051,DB07715,1457
8052,DB00700,1577
8053,DB07164,890
8054,DB00115,4552
8055,DB00313,4967
8056,DB00822,1576
8057,DB01008,4258
8058,DB02020,231
8059,DB02998,10499
8060,DB01359,154
8061,DB08689,6389
8062,DB04224,51228
8063,DB05013,5580
8064,DB09016,6532
8065,DB00252,6323
8066,DB00543,1565
8067,DB00829,2554
8068,DB00228,2560
8069,DB01392,152
8070,DB06832,8648
8071,DB00300,4830
8072,DB08893,155
8073,DB00655,1555
8074,DB01354,1139
8075,DB01354,89832
8076,DB08915,5465
8077,DB07009,2100
8078,DB01054,781
8079,DB01406,2798
8080,DB00784,1558
8081,DB09054,1576
8082,DB07506,1357
8083,DB01089,6571
8084,DB06209,1555
8085,DB00866,3350
8086,DB01623,1812
8087,DB04395,1841
8088,DB00260,1644
8089,DB00142,26873
8090,DB00863,1557
8091,DB03132,7167
8092,DB00568,778
8093,DB01039,1559
8094,DB06209,64805
8095,DB08363,7157
8096,DB01812,6820
8098,DB00856,1576
8099,DB04464,4512
8100,DB00546,2563
8101,DB08342,79090
8102,DB06176,1543
8103,DB04896,116444
8104,DB00829,5742
8105,DB00241,1137
8106,DB07768,1645
8107,DB08092,1432
8108,DB01544,54658
8109,DB01107,2558
8110,DB01045,1559
8111,DB07015,1803
8112,DB01381,2561
8113,DB08387,10846
8114,DB00482,1559
8115,DB04510,5224
8116,DB04957,1543
8117,DB00108,715
8118,DB00255,1576
8119,DB00277,1558
8120,DB00196,1557
8121,DB02646,4151
8122,DB00051,7124
8123,DB01136,146
8124,DB01612,217
8125,DB01393,1543
8126,DB07800,2159
8127,DB06991,1432
8128,DB04141,7386
8129,DB05492,146
8130,DB01253,1576
8131,DB01136,1544
8132,DB00515,2952
8133,DB00342,3757
8134,DB07341,28
8135,DB00628,2564
8136,DB00736,495
8137,DB06262,148
8138,DB00669,4128
8139,DB00608,54106
8140,DB00726,151
8141,DB00625,1565
8142,DB00997,374291
8143,DB00571,153
8144,DB00805,1812
8145,DB04432,5644
8146,DB00446,1604
8147,DB06912,4069
8148,DB00119,9121
8149,DB00655,1544
8150,DB00909,8913
8151,DB00688,54578
8152,DB00277,8654
8153,DB02379,5836
8154,DB01097,1544
8155,DB08822,185
8156,DB00114,102724560
8157,DB00114,875
8158,DB00458,6532
8159,DB01041,5742
8160,DB00371,2567
8161,DB00158,2350
8162,DB03042,2821
8163,DB00316,6783
8164,DB00829,2569
8165,DB00172,2058
8166,DB08178,890
8167,DB00072,1956
8168,DB00041,3559
8169,DB00490,3350
8170,DB01195,1559
8171,DB01034,2194
8172,DB03924,1457
8173,DB02196,2135
8174,DB00203,1543
8175,DB08836,1636
8176,DB01007,1559
8177,DB00544,151531
8178,DB01398,5742
8179,DB01015,1576
8180,DB04753,4860
8182,DB07368,5644
8183,DB05198,6790
8184,DB00169,1583
8185,DB07204,5566
8186,DB08881,673
8187,DB00543,3269
8188,DB00755,1579
8189,DB01161,6336
8190,DB04272,11157
8191,DB00706,1565
8192,DB08162,5569
8193,DB00306,2559
8194,DB01128,1557
8195,DB02726,5313
8196,DB08330,4519
8197,DB00402,2558
8198,DB09280,1080
8199,DB01613,4881
8200,DB03777,5170
8201,DB00139,10536
8202,DB01942,3162
8203,DB00780,1558
8204,DB08371,8565
8205,DB07515,2147
8206,DB04841,8913
8207,DB02719,5837
8208,DB07888,4282
8209,DB01049,3363
8210,DB05343,6285
8211,DB06144,1576
8212,DB08846,1457
8213,DB00108,3676
8214,DB03612,3033
8215,DB01535,4988
8216,DB01873,203068
8217,DB03944,7134
8218,DB03305,4846
8219,DB01618,3350
8220,DB00608,2939
8221,DB01356,2932
8222,DB00812,5742
8223,DB00568,1132
8224,DB05360,134
8225,DB00907,6531
8226,DB06204,3359
8227,DB00312,2558
8228,DB00829,2557
8229,DB00624,1559
8230,DB01195,1565
8231,DB06207,147
8232,DB00988,3350
8233,DB04464,3106
8234,DB05773,1577
8235,DB01367,596
8236,DB00637,1573
8237,DB00296,1555
8238,DB09303,255738
8239,DB01181,1558
8240,DB01589,2566
8241,DB00054,712
8242,DB00509,7068
8243,DB06843,2778
8244,DB01588,2565
8245,DB01151,1576
8246,DB00232,6557
8247,DB07664,1198
8248,DB01050,7363
8249,DB01015,1558
8250,DB05299,3558
8251,DB01015,10
8252,DB06741,54658
8253,DB07957,1990
8254,DB00157,126328
8255,DB00669,3352
8256,DB01672,3934
8257,DB07261,2159
8258,DB01115,776
8259,DB01016,3764
8260,DB00201,50940
8261,DB01717,158067
8262,DB00449,148
8263,DB01087,1545
8265,DB03796,3906
8266,DB00418,1558
8267,DB09076,1129
8268,DB00519,1636
8269,DB00382,1544
8270,DB00203,1576
8271,DB00292,1585
8272,DB01224,150
8273,DB04518,1017
8274,DB03448,6038
8275,DB01622,3356
8276,DB02671,4151
8277,DB06986,5837
8278,DB00131,55902
8280,DB04367,1195
8281,DB04522,1080
8282,DB08889,5689
8283,DB02925,6557
8284,DB01013,1544
8285,DB06738,4985
8286,DB01388,8912
8287,DB00087,714
8288,DB08875,4233
8289,DB07002,4843
8290,DB03006,4069
8291,DB01454,3356
8292,DB00259,1571
8293,DB01221,1555
8294,DB00038,3590
8295,DB01058,1565
8296,DB00715,1128
8297,DB08348,1938
8298,DB01611,51284
8299,DB01291,153
8300,DB00776,1577
8301,DB00333,1562
8302,DB00949,2904
8303,DB04315,221079
8304,DB01454,3358
8305,DB07092,1803
8306,DB07333,3791
8307,DB02059,23408
8308,DB01213,125
8309,DB00738,1576
8310,DB01380,2908
8311,DB00783,1559
8312,DB02420,5770
8313,DB07662,6714
8314,DB05487,4790
8315,DB00353,1576
8316,DB04868,25
8317,DB00497,5005
8318,DB01394,1559
8319,DB04137,5207
8320,DB00114,85007
8321,DB00009,5329
8322,DB01215,2569
8323,DB02153,10914
8324,DB03747,3074
8325,DB00126,54583
8326,DB01351,1137
8327,DB01110,3782
8328,DB01708,2559
8329,DB07978,1723
8330,DB05294,2326
8331,DB05790,6869
8332,DB00758,1577
8333,DB00543,1813
8334,DB00751,3356
8335,DB00788,1544
8336,DB05254,5328
8337,DB06820,1544
8338,DB07556,4321
8339,DB02735,412
8340,DB00703,1559
8341,DB00700,1585
8342,DB07697,5315
8343,DB00142,6898
8344,DB01236,27032
8345,DB02494,1357
8346,DB00242,5426
8347,DB02193,5328
8348,DB02328,1491
8349,DB00818,2559
8350,DB00842,7366
8351,DB07251,2050
8352,DB08484,2203
8353,DB00356,1543
8354,DB00071,5126
8355,DB02987,4938
8356,DB08011,5602
8357,DB05042,3362
8358,DB04839,367
8359,DB08033,3832
8360,DB00126,112399
8361,DB00428,1543
8362,DB05506,5770
8363,DB01030,116447
8364,DB05875,1588
8365,DB00237,1139
8366,DB00237,89832
8367,DB00656,100861540
8368,DB00656,1551
8369,DB00614,4128
8370,DB00962,1577
8371,DB02594,1633
8372,DB01029,3725
8373,DB06201,6335
8374,DB09068,3359
8375,DB06738,1559
8376,DB00171,107
8377,DB04677,4129
8378,DB03461,1645
8379,DB06210,1558
8380,DB00002,2209
8381,DB08696,7421
8382,DB01404,196
8383,DB02772,475
8384,DB09302,255738
8385,DB01166,1544
8386,DB00312,2563
8387,DB06626,2324
8388,DB00421,782
8389,DB00590,1565
8390,DB06701,6530
8391,DB00589,1565
8392,DB00951,1544
8393,DB04287,5320
8394,DB07263,5770
8395,DB05812,1558
8396,DB00850,1813
8397,DB00605,5595
8398,DB04701,2946
8399,DB05187,5465
8400,DB08877,3717
8401,DB01589,2565
8402,DB02073,4151
8403,DB02393,5207
8404,DB00633,1544
8405,DB01259,1956
8406,DB03600,51228
8407,DB00417,6564
8408,DB08374,1504
8409,DB00431,2741
8411,DB00396,1545
8412,DB04680,28
8413,DB05159,729230
8414,DB00925,152
8415,DB00189,2563
8416,DB00125,4843
8417,DB00189,2555
8418,DB08818,7130
8419,DB00963,5742
8420,DB08813,2353
8421,DB01591,1128
8422,DB00120,2193
8423,DB01274,1565
8424,DB00835,3269
8425,DB02485,55907
8426,DB01274,1548
8427,DB06626,54658
8428,DB08059,5295
8429,DB02195,1432
8430,DB01373,6711
8431,DB01236,4535
8432,DB01234,4843
8433,DB01274,154
8434,DB02116,5594
8435,DB02556,883
8436,DB09073,1021
8437,DB07544,586
8438,DB00081,2214
8439,DB01303,134
8440,DB00142,2356
8441,DB01109,6403
8442,DB00514,6532
8443,DB01355,2554
8444,DB00142,55191
8445,DB00318,7363
8446,DB00833,4353
8447,DB01699,18
8448,DB00055,5196
8449,DB02986,760
8450,DB00590,3757
8451,DB01303,3066
8452,DB01114,6530
8453,DB06822,9507
8454,DB00490,1576
8455,DB01191,1548
8456,DB02379,8467
8457,DB03987,1719
8458,DB00370,6531
8459,DB00120,6898
8460,DB00167,3376
8461,DB00493,213
8462,DB03608,5644
8463,DB01780,7531
8464,DB00668,1576
8465,DB08912,1558
8466,DB02482,5588
8467,DB08708,5292
8468,DB02585,5646
8469,DB05447,3172
8470,DB00074,712
8471,DB00201,100861540
8472,DB00201,1551
8473,DB00450,1813
8474,DB00464,5624
8475,DB00628,2556
8476,DB01367,4129
8477,DB03796,23541
8478,DB01931,2902
8479,DB00363,50632
8480,DB09080,154
8481,DB00831,801
8482,DB00831,805
8483,DB00831,808
8484,DB00220,1576
8485,DB00749,54575
8486,DB07862,200895
8487,DB01079,3358
8488,DB00378,5241
8489,DB00755,1559
8490,DB07310,3290
8491,DB00071,94121
8492,DB00909,6328
8493,DB00025,7450
8494,DB07623,1548
8495,DB00898,782
8496,DB05255,846
8497,DB08009,57172
8498,DB00398,5979
8499,DB00652,10280
8500,DB01399,5742
8501,DB04771,2147
8502,DB00622,775
8503,DB00678,185
8504,DB09068,1565
8505,DB07347,526
8506,DB00312,2568
8507,DB00856,5743
8508,DB00412,1544
8509,DB02076,5226
8510,DB00041,7498
8511,DB00255,2104
8512,DB00169,120227
8513,DB05202,7450
8514,DB00786,79148
8515,DB05153,4233
8516,DB00661,1577
8517,DB07940,590
8518,DB00116,10840
8519,DB00814,1559
8520,DB00463,2563
8521,DB01558,2560
8522,DB00170,4835
8523,DB06655,4311
8524,DB05201,1268
8525,DB01278,10268
8526,DB04014,1020
8527,DB08094,1017
8528,DB00186,55879
8529,DB06777,1593
8530,DB08406,1719
8531,DB04468,2099
8532,DB01942,98
8533,DB01983,383
8534,DB02376,3938
8535,DB07060,54363
8536,DB01234,301
8537,DB02789,6820
8538,DB05260,632
8539,DB00292,2556
8540,DB07075,1111
8541,DB08878,1719
8542,DB01536,3292
8543,DB04942,5915
8544,DB02715,2099
8545,DB00064,348
8546,DB08341,2185
8547,DB00321,3351
8548,DB00835,1565
8549,DB00146,1591
8550,DB00905,5731
8551,DB00335,153
8552,DB05740,1137
8553,DB00669,3351
8554,DB00188,1544
8555,DB02448,5320
8556,DB00970,7153
8557,DB07614,27306
8558,DB07981,5742
8559,DB00210,5914
8560,DB00537,100861540
8561,DB00537,1551
8562,DB04841,8911
8563,DB01567,2558
8564,DB00398,54658
8565,DB01256,1576
8566,DB00002,715
8567,DB05882,2099
8568,DB02445,10007
8569,DB02838,1610
8570,DB01048,132
8571,DB00402,1558
8572,DB00986,1129
8573,DB01238,1815
8574,DB04147,1072
8575,DB00098,909
8576,DB00186,2562
8577,DB00227,5446
8578,DB00418,2906
8579,DB00215,1555
8580,DB00668,155
8581,DB00404,2566
8582,DB04315,79631
8583,DB08155,760
8584,DB08023,5602
8585,DB01354,2558
8586,DB02315,5573
8587,DB03147,259307
8588,DB02689,383
8589,DB00055,1356
8590,DB01439,4986
8591,DB00726,1131
8592,DB05708,1571
8593,DB00738,1577
8594,DB01201,1558
8595,DB07244,4846
8596,DB00727,217
8597,DB01622,3350
8598,DB00418,1544
8599,DB00449,154
8600,DB09280,1558
8601,DB04593,2155
8602,DB06850,2147
8603,DB01576,147
8604,DB01437,2564
8605,DB03216,191
8606,DB08362,1457
8607,DB02751,2593
8608,DB04315,400
8609,DB00129,84889
8610,DB00228,2559
8611,DB00363,1815
8612,DB00527,6336
8613,DB00195,153
8614,DB00751,3363
8615,DB04315,3265
8616,DB07615,27306
8617,DB08912,102724428
8618,DB08912,150094
8619,DB01073,1633
8620,DB00091,5535
8621,DB00694,7498
8622,DB00257,100861540
8623,DB00257,1551
8624,DB00753,513
8625,DB00317,1565
8626,DB00502,1543
8627,DB01645,10499
8628,DB03310,2936
8629,DB08751,3265
8630,DB03233,1841
8631,DB01107,1565
8632,DB03461,2232
8633,DB00111,712
8634,DB00363,1132
8635,DB03621,2280
8636,DB07096,142
8637,DB01437,2559
8638,DB07594,3326
8639,DB00092,715
8640,DB08156,759
8641,DB00132,6546
8642,DB04172,5328
8643,DB00339,1576
8644,DB01211,1577
8645,DB01544,1544
8646,DB00237,2565
8647,DB00939,5743
8648,DB00418,2903
8649,DB01183,1576
8650,DB00366,1128
8651,DB00139,55214
8652,DB04889,6532
8653,DB09046,3953
8654,DB06694,152
