,Disease,Disease Name,Gene
12803,C0026650,Movement Disorders,1812
12804,C0026650,Movement Disorders,1813
12805,C0026650,Movement Disorders,1814
12806,C0026650,Movement Disorders,23237
12807,C0026650,Movement Disorders,2348
12808,C0026650,Movement Disorders,2354
12809,C0026650,Movement Disorders,283989
12810,C0026650,Movement Disorders,3064
12811,C0026650,Movement Disorders,3084
12812,C0026650,Movement Disorders,43
12813,C0026650,Movement Disorders,4988
12814,C0026650,Movement Disorders,5173
12815,C0026650,Movement Disorders,6323
12816,C0026650,Movement Disorders,6558
12817,C0026650,Movement Disorders,7504
12818,C0026650,Movement Disorders,79042
12819,C0026650,Movement Disorders,80746
12820,C1261473,Sarcoma,1437
12821,C1261473,Sarcoma,23532
12822,C1261473,Sarcoma,2950
12823,C1261473,Sarcoma,3458
12824,C1261473,Sarcoma,4170
12825,C1261473,Sarcoma,4763
12826,C1261473,Sarcoma,5077
12827,C1261473,Sarcoma,5290
12828,C1261473,Sarcoma,55534
12829,C1261473,Sarcoma,6597
12830,C1261473,Sarcoma,6657
12831,C1261473,Sarcoma,7124
12832,C1261473,Sarcoma,7157
12833,C0024232,Lymphatic Metastasis,10232
12834,C0024232,Lymphatic Metastasis,2064
12835,C0024232,Lymphatic Metastasis,27086
12836,C0024232,Lymphatic Metastasis,2810
12837,C0024232,Lymphatic Metastasis,301
12838,C0024232,Lymphatic Metastasis,360
12839,C0024232,Lymphatic Metastasis,3814
12840,C0024232,Lymphatic Metastasis,4489
12841,C0024232,Lymphatic Metastasis,51129
12842,C0024232,Lymphatic Metastasis,6462
12843,C0024232,Lymphatic Metastasis,6648
12844,C0024232,Lymphatic Metastasis,6774
12845,C0024232,Lymphatic Metastasis,7253
12846,C0024232,Lymphatic Metastasis,9770
12847,C0020615,Hypoglycemia,2936
12848,C0020615,Hypoglycemia,3481
12849,C0020615,Hypoglycemia,3553
12850,C0020615,Hypoglycemia,3630
12851,C0020615,Hypoglycemia,5265
12852,C0020615,Hypoglycemia,5465
12853,C0020615,Hypoglycemia,6648
12854,C0020615,Hypoglycemia,6927
12855,C0020615,Hypoglycemia,7124
12856,C0020615,Hypoglycemia,775
12857,C0002895,"Anemia, Sickle Cell",1723
12858,C0002895,"Anemia, Sickle Cell",3043
12859,C0002895,"Anemia, Sickle Cell",3240
12860,C0002895,"Anemia, Sickle Cell",4879
12861,C0002895,"Anemia, Sickle Cell",53335
12862,C0002895,"Anemia, Sickle Cell",7124
12863,C0002895,"Anemia, Sickle Cell",7372
12864,C0002895,"Anemia, Sickle Cell",7412
12865,C0002895,"Anemia, Sickle Cell",790
12866,C0002895,"Anemia, Sickle Cell",8131
12867,C0238288,"Muscular Dystrophy, Facioscapulohumeral",100288687
12868,C0238288,"Muscular Dystrophy, Facioscapulohumeral",1026
12869,C0238288,"Muscular Dystrophy, Facioscapulohumeral",1281
12870,C0238288,"Muscular Dystrophy, Facioscapulohumeral",1634
12871,C0238288,"Muscular Dystrophy, Facioscapulohumeral",176
12872,C0238288,"Muscular Dystrophy, Facioscapulohumeral",2006
12873,C0238288,"Muscular Dystrophy, Facioscapulohumeral",22947
12874,C0238288,"Muscular Dystrophy, Facioscapulohumeral",23347
12875,C0238288,"Muscular Dystrophy, Facioscapulohumeral",2483
12876,C0238288,"Muscular Dystrophy, Facioscapulohumeral",2953
12877,C0238288,"Muscular Dystrophy, Facioscapulohumeral",3304
12878,C0238288,"Muscular Dystrophy, Facioscapulohumeral",3308
12879,C0238288,"Muscular Dystrophy, Facioscapulohumeral",4060
12880,C1527249,Colorectal Cancer,100131315
12881,C1527249,Colorectal Cancer,100996485
12882,C1527249,Colorectal Cancer,101805488
12883,C1527249,Colorectal Cancer,101927324
12884,C1527249,Colorectal Cancer,10714
12885,C1527249,Colorectal Cancer,120376
12886,C1527249,Colorectal Cancer,143187
12887,C1527249,Colorectal Cancer,1499
12888,C1527249,Colorectal Cancer,171472
12889,C1527249,Colorectal Cancer,259217
12890,C1527249,Colorectal Cancer,2625
12891,C1527249,Colorectal Cancer,26585
12892,C1527249,Colorectal Cancer,283050
12893,C1527249,Colorectal Cancer,3911
12894,C1527249,Colorectal Cancer,3915
12895,C1527249,Colorectal Cancer,399948
12896,C1527249,Colorectal Cancer,4092
12897,C1527249,Colorectal Cancer,4512
12898,C1527249,Colorectal Cancer,51474
12899,C1527249,Colorectal Cancer,5157
12900,C1527249,Colorectal Cancer,5290
12901,C1527249,Colorectal Cancer,55289
12902,C1527249,Colorectal Cancer,55892
12903,C1527249,Colorectal Cancer,64359
12904,C1527249,Colorectal Cancer,6581
12905,C1527249,Colorectal Cancer,673
12906,C1527249,Colorectal Cancer,6926
12907,C1527249,Colorectal Cancer,6934
12908,C1527249,Colorectal Cancer,7040
12909,C1527249,Colorectal Cancer,745
12910,C1527249,Colorectal Cancer,80114
12911,C1527249,Colorectal Cancer,80776
12912,C1527249,Colorectal Cancer,81928
12913,C1527249,Colorectal Cancer,85415
12914,C1527249,Colorectal Cancer,894
12915,C1527249,Colorectal Cancer,999
12916,C0004153,Atherosclerosis,10152
12917,C0004153,Atherosclerosis,1269
12918,C0004153,Atherosclerosis,1401
12919,C0004153,Atherosclerosis,142
12920,C0004153,Atherosclerosis,1535
12921,C0004153,Atherosclerosis,1593
12922,C0004153,Atherosclerosis,177
12923,C0004153,Atherosclerosis,183
12924,C0004153,Atherosclerosis,19
12925,C0004153,Atherosclerosis,196
12926,C0004153,Atherosclerosis,2099
12927,C0004153,Atherosclerosis,23411
12928,C0004153,Atherosclerosis,240
12929,C0004153,Atherosclerosis,241
12930,C0004153,Atherosclerosis,246
12931,C0004153,Atherosclerosis,2944
12932,C0004153,Atherosclerosis,3240
12933,C0004153,Atherosclerosis,3269
12934,C0004153,Atherosclerosis,3304
12935,C0004153,Atherosclerosis,337
12936,C0004153,Atherosclerosis,3383
12937,C0004153,Atherosclerosis,3458
12938,C0004153,Atherosclerosis,348
12939,C0004153,Atherosclerosis,3481
12940,C0004153,Atherosclerosis,356
12941,C0004153,Atherosclerosis,3569
12942,C0004153,Atherosclerosis,3949
12943,C0004153,Atherosclerosis,4018
12944,C0004153,Atherosclerosis,4048
12945,C0004153,Atherosclerosis,4312
12946,C0004153,Atherosclerosis,470
12947,C0004153,Atherosclerosis,4843
12948,C0004153,Atherosclerosis,4846
12949,C0004153,Atherosclerosis,4864
12950,C0004153,Atherosclerosis,5054
12951,C0004153,Atherosclerosis,5320
12952,C0004153,Atherosclerosis,5327
12953,C0004153,Atherosclerosis,5444
12954,C0004153,Atherosclerosis,5468
12955,C0004153,Atherosclerosis,5743
12956,C0004153,Atherosclerosis,6347
12957,C0004153,Atherosclerosis,6348
12958,C0004153,Atherosclerosis,6351
12959,C0004153,Atherosclerosis,64240
12960,C0004153,Atherosclerosis,6647
12961,C0004153,Atherosclerosis,6648
12962,C0004153,Atherosclerosis,6774
12963,C0004153,Atherosclerosis,7099
12964,C0004153,Atherosclerosis,7124
12965,C0004153,Atherosclerosis,7274
12966,C0004153,Atherosclerosis,7412
12967,C0004153,Atherosclerosis,7422
12968,C0004153,Atherosclerosis,7442
12969,C0004153,Atherosclerosis,9021
12970,C0004153,Atherosclerosis,9370
12971,C0004096,Asthma,100130503
12972,C0004096,Asthma,10111
12973,C0004096,Asthma,1017
12974,C0004096,Asthma,101928940
12975,C0004096,Asthma,101928947
12976,C0004096,Asthma,101929231
12977,C0004096,Asthma,10451
12978,C0004096,Asthma,10665
12979,C0004096,Asthma,108
12980,C0004096,Asthma,11127
12981,C0004096,Asthma,117
12982,C0004096,Asthma,117156
12983,C0004096,Asthma,134430
12984,C0004096,Asthma,142
12985,C0004096,Asthma,149628
12986,C0004096,Asthma,154
12987,C0004096,Asthma,169026
12988,C0004096,Asthma,1728
12989,C0004096,Asthma,1767
12990,C0004096,Asthma,1786
12991,C0004096,Asthma,1906
12992,C0004096,Asthma,2066
12993,C0004096,Asthma,217
12994,C0004096,Asthma,222256
12995,C0004096,Asthma,22806
12996,C0004096,Asthma,23108
12997,C0004096,Asthma,23194
12998,C0004096,Asthma,23274
12999,C0004096,Asthma,23418
13000,C0004096,Asthma,240
13001,C0004096,Asthma,2549
13002,C0004096,Asthma,25890
13003,C0004096,Asthma,282617
13004,C0004096,Asthma,284110
13005,C0004096,Asthma,286046
13006,C0004096,Asthma,29119
13007,C0004096,Asthma,2944
13008,C0004096,Asthma,2950
13009,C0004096,Asthma,30009
13010,C0004096,Asthma,3113
13011,C0004096,Asthma,3115
13012,C0004096,Asthma,3117
13013,C0004096,Asthma,3119
13014,C0004096,Asthma,3123
13015,C0004096,Asthma,3135
13016,C0004096,Asthma,3162
13017,C0004096,Asthma,3176
13018,C0004096,Asthma,3291
13019,C0004096,Asthma,3371
13020,C0004096,Asthma,3383
13021,C0004096,Asthma,3553
13022,C0004096,Asthma,3557
13023,C0004096,Asthma,3560
13024,C0004096,Asthma,3565
13025,C0004096,Asthma,3567
13026,C0004096,Asthma,3570
13027,C0004096,Asthma,3593
13028,C0004096,Asthma,3596
13029,C0004096,Asthma,374
13030,C0004096,Asthma,383
13031,C0004096,Asthma,384
13032,C0004096,Asthma,387129
13033,C0004096,Asthma,3880
13034,C0004096,Asthma,4088
13035,C0004096,Asthma,414764
13036,C0004096,Asthma,4318
13037,C0004096,Asthma,4319
13038,C0004096,Asthma,4589
13039,C0004096,Asthma,4602
13040,C0004096,Asthma,4843
13041,C0004096,Asthma,4852
13042,C0004096,Asthma,4855
13043,C0004096,Asthma,5089
13044,C0004096,Asthma,51088
13045,C0004096,Asthma,51131
13046,C0004096,Asthma,5142
13047,C0004096,Asthma,5144
13048,C0004096,Asthma,5328
13049,C0004096,Asthma,5515
13050,C0004096,Asthma,55876
13051,C0004096,Asthma,5592
13052,C0004096,Asthma,5660
13053,C0004096,Asthma,5728
13054,C0004096,Asthma,596
13055,C0004096,Asthma,6037
13056,C0004096,Asthma,60495
13057,C0004096,Asthma,6095
13058,C0004096,Asthma,632
13059,C0004096,Asthma,6347
13060,C0004096,Asthma,6352
13061,C0004096,Asthma,6356
13062,C0004096,Asthma,64375
13063,C0004096,Asthma,6490
13064,C0004096,Asthma,6584
13065,C0004096,Asthma,6647
13066,C0004096,Asthma,6701
13067,C0004096,Asthma,7040
13068,C0004096,Asthma,7078
13069,C0004096,Asthma,7096
13070,C0004096,Asthma,7124
13071,C0004096,Asthma,7145
13072,C0004096,Asthma,7356
13073,C0004096,Asthma,7422
13074,C0004096,Asthma,7941
13075,C0004096,Asthma,847
13076,C0004096,Asthma,85480
13077,C0004096,Asthma,8809
13078,C0004096,Asthma,8989
13079,C0004096,Asthma,90865
13080,C0004096,Asthma,9173
13081,C0004096,Asthma,929
13082,C0004096,Asthma,94103
13083,C0004096,Asthma,9547
13084,C0949658,"Cardiomyopathy, Hypertrophic, Familial",1410
13085,C0949658,"Cardiomyopathy, Hypertrophic, Familial",1674
13086,C0949658,"Cardiomyopathy, Hypertrophic, Familial",1829
13087,C0949658,"Cardiomyopathy, Hypertrophic, Familial",23171
13088,C0949658,"Cardiomyopathy, Hypertrophic, Familial",27063
13089,C0949658,"Cardiomyopathy, Hypertrophic, Familial",3920
13090,C0949658,"Cardiomyopathy, Hypertrophic, Familial",4563
13091,C0949658,"Cardiomyopathy, Hypertrophic, Familial",4565
13092,C0949658,"Cardiomyopathy, Hypertrophic, Familial",4607
13093,C0949658,"Cardiomyopathy, Hypertrophic, Familial",4624
13094,C0949658,"Cardiomyopathy, Hypertrophic, Familial",4625
13095,C0949658,"Cardiomyopathy, Hypertrophic, Familial",4633
13096,C0949658,"Cardiomyopathy, Hypertrophic, Familial",4634
13097,C0949658,"Cardiomyopathy, Hypertrophic, Familial",57158
13098,C0949658,"Cardiomyopathy, Hypertrophic, Familial",6331
13099,C0949658,"Cardiomyopathy, Hypertrophic, Familial",7137
13100,C0949658,"Cardiomyopathy, Hypertrophic, Familial",7139
13101,C0949658,"Cardiomyopathy, Hypertrophic, Familial",7168
13102,C0949658,"Cardiomyopathy, Hypertrophic, Familial",8048
13103,C0949658,"Cardiomyopathy, Hypertrophic, Familial",859
13104,C0949658,"Cardiomyopathy, Hypertrophic, Familial",88
13105,C0949658,"Cardiomyopathy, Hypertrophic, Familial",91624
13106,C0949658,"Cardiomyopathy, Hypertrophic, Familial",9992
13107,C0037286,Skin Neoplasms,1050
13108,C0037286,Skin Neoplasms,1440
13109,C0037286,Skin Neoplasms,1457
13110,C0037286,Skin Neoplasms,1459
13111,C0037286,Skin Neoplasms,1460
13112,C0037286,Skin Neoplasms,2066
13113,C0037286,Skin Neoplasms,2068
13114,C0037286,Skin Neoplasms,207
13115,C0037286,Skin Neoplasms,2185
13116,C0037286,Skin Neoplasms,2321
13117,C0037286,Skin Neoplasms,25913
13118,C0037286,Skin Neoplasms,2697
13119,C0037286,Skin Neoplasms,2706
13120,C0037286,Skin Neoplasms,2709
13121,C0037286,Skin Neoplasms,2736
13122,C0037286,Skin Neoplasms,2993
13123,C0037286,Skin Neoplasms,3091
13124,C0037286,Skin Neoplasms,326
13125,C0037286,Skin Neoplasms,3265
13126,C0037286,Skin Neoplasms,338442
13127,C0037286,Skin Neoplasms,3480
13128,C0037286,Skin Neoplasms,3552
13129,C0037286,Skin Neoplasms,360
13130,C0037286,Skin Neoplasms,3713
13131,C0037286,Skin Neoplasms,3848
13132,C0037286,Skin Neoplasms,3858
13133,C0037286,Skin Neoplasms,3872
13134,C0037286,Skin Neoplasms,4014
13135,C0037286,Skin Neoplasms,4318
13136,C0037286,Skin Neoplasms,434
13137,C0037286,Skin Neoplasms,4780
13138,C0037286,Skin Neoplasms,4878
13139,C0037286,Skin Neoplasms,4953
13140,C0037286,Skin Neoplasms,5467
13141,C0037286,Skin Neoplasms,5727
13142,C0037286,Skin Neoplasms,5743
13143,C0037286,Skin Neoplasms,5970
13144,C0037286,Skin Neoplasms,6608
13145,C0037286,Skin Neoplasms,6648
13146,C0037286,Skin Neoplasms,6667
13147,C0037286,Skin Neoplasms,7040
13148,C0037286,Skin Neoplasms,7046
13149,C0037286,Skin Neoplasms,7157
13150,C0037286,Skin Neoplasms,7299
13151,C0037286,Skin Neoplasms,7507
13152,C0037286,Skin Neoplasms,7517
13153,C0037286,Skin Neoplasms,841
13154,C0037286,Skin Neoplasms,843
13155,C0037286,Skin Neoplasms,8843
13156,C0036572,Seizures,10280
13157,C0036572,Seizures,1103
13158,C0036572,Seizures,1128
13159,C0036572,Seizures,11284
13160,C0036572,Seizures,1136
13161,C0036572,Seizures,1137
13162,C0036572,Seizures,1138
13163,C0036572,Seizures,1139
13164,C0036572,Seizures,1143
13165,C0036572,Seizures,1191
13166,C0036572,Seizures,1244
13167,C0036572,Seizures,1268
13168,C0036572,Seizures,135
13169,C0036572,Seizures,1392
13170,C0036572,Seizures,147
13171,C0036572,Seizures,1583
13172,C0036572,Seizures,18
13173,C0036572,Seizures,1812
13174,C0036572,Seizures,1813
13175,C0036572,Seizures,1814
13176,C0036572,Seizures,183
13177,C0036572,Seizures,210
13178,C0036572,Seizures,2166
13179,C0036572,Seizures,2247
13180,C0036572,Seizures,2290
13181,C0036572,Seizures,2353
13182,C0036572,Seizures,249
13183,C0036572,Seizures,2558
13184,C0036572,Seizures,2572
13185,C0036572,Seizures,2593
13186,C0036572,Seizures,2784
13187,C0036572,Seizures,2897
13188,C0036572,Seizures,328
13189,C0036572,Seizures,3350
13190,C0036572,Seizures,3351
13191,C0036572,Seizures,3456
13192,C0036572,Seizures,348
13193,C0036572,Seizures,348980
13194,C0036572,Seizures,3553
13195,C0036572,Seizures,3569
13196,C0036572,Seizures,3612
13197,C0036572,Seizures,3630
13198,C0036572,Seizures,3737
13199,C0036572,Seizures,3767
13200,C0036572,Seizures,38
13201,C0036572,Seizures,3952
13202,C0036572,Seizures,3954
13203,C0036572,Seizures,4204
13204,C0036572,Seizures,43
13205,C0036572,Seizures,4504
13206,C0036572,Seizures,4803
13207,C0036572,Seizures,4804
13208,C0036572,Seizures,4842
13209,C0036572,Seizures,4843
13210,C0036572,Seizures,4852
13211,C0036572,Seizures,4986
13212,C0036572,Seizures,4988
13213,C0036572,Seizures,5020
13214,C0036572,Seizures,5066
13215,C0036572,Seizures,5173
13216,C0036572,Seizures,51738
13217,C0036572,Seizures,538
13218,C0036572,Seizures,5428
13219,C0036572,Seizures,5443
13220,C0036572,Seizures,54715
13221,C0036572,Seizures,54805
13222,C0036572,Seizures,54886
13223,C0036572,Seizures,5580
13224,C0036572,Seizures,57030
13225,C0036572,Seizures,5743
13226,C0036572,Seizures,57468
13227,C0036572,Seizures,57534
13228,C0036572,Seizures,5816
13229,C0036572,Seizures,590
13230,C0036572,Seizures,5978
13231,C0036572,Seizures,627
13232,C0036572,Seizures,6505
13233,C0036572,Seizures,6513
13234,C0036572,Seizures,6529
13235,C0036572,Seizures,6530
13236,C0036572,Seizures,6546
13237,C0036572,Seizures,6547
13238,C0036572,Seizures,6648
13239,C0036572,Seizures,6750
13240,C0036572,Seizures,6752
13241,C0036572,Seizures,6792
13242,C0036572,Seizures,6854
13243,C0036572,Seizures,6925
13244,C0036572,Seizures,7200
13245,C0036572,Seizures,7249
13246,C0036572,Seizures,7779
13247,C0036572,Seizures,847
13248,C0036572,Seizures,8777
13249,C0036572,Seizures,8828
13250,C0036572,Seizures,885
13251,C0036572,Seizures,93183
13252,C0002395,Alzheimer's Disease,100128590
13253,C0002395,Alzheimer's Disease,100130950
13254,C0002395,Alzheimer's Disease,100289673
13255,C0002395,Alzheimer's Disease,10082
13256,C0002395,Alzheimer's Disease,101927587
13257,C0002395,Alzheimer's Disease,101929423
13258,C0002395,Alzheimer's Disease,102465508
13259,C0002395,Alzheimer's Disease,10347
13260,C0002395,Alzheimer's Disease,10418
13261,C0002395,Alzheimer's Disease,10452
13262,C0002395,Alzheimer's Disease,10658
13263,C0002395,Alzheimer's Disease,10659
13264,C0002395,Alzheimer's Disease,10858
13265,C0002395,Alzheimer's Disease,10979
13266,C0002395,Alzheimer's Disease,1139
13267,C0002395,Alzheimer's Disease,1141
13268,C0002395,Alzheimer's Disease,114876
13269,C0002395,Alzheimer's Disease,1191
13270,C0002395,Alzheimer's Disease,1200
13271,C0002395,Alzheimer's Disease,121601
13272,C0002395,Alzheimer's Disease,123041
13273,C0002395,Alzheimer's Disease,137682
13274,C0002395,Alzheimer's Disease,1378
13275,C0002395,Alzheimer's Disease,1392
13276,C0002395,Alzheimer's Disease,1471
13277,C0002395,Alzheimer's Disease,1496
13278,C0002395,Alzheimer's Disease,154215
13279,C0002395,Alzheimer's Disease,1565
13280,C0002395,Alzheimer's Disease,161
13281,C0002395,Alzheimer's Disease,1636
13282,C0002395,Alzheimer's Disease,1657
13283,C0002395,Alzheimer's Disease,168667
13284,C0002395,Alzheimer's Disease,1718
13285,C0002395,Alzheimer's Disease,1808
13286,C0002395,Alzheimer's Disease,196051
13287,C0002395,Alzheimer's Disease,1965
13288,C0002395,Alzheimer's Disease,2
13289,C0002395,Alzheimer's Disease,2023
13290,C0002395,Alzheimer's Disease,2041
13291,C0002395,Alzheimer's Disease,2099
13292,C0002395,Alzheimer's Disease,2147
13293,C0002395,Alzheimer's Disease,2185
13294,C0002395,Alzheimer's Disease,222255
13295,C0002395,Alzheimer's Disease,22976
13296,C0002395,Alzheimer's Disease,23026
13297,C0002395,Alzheimer's Disease,23072
13298,C0002395,Alzheimer's Disease,23215
13299,C0002395,Alzheimer's Disease,23237
13300,C0002395,Alzheimer's Disease,23385
13301,C0002395,Alzheimer's Disease,23413
13302,C0002395,Alzheimer's Disease,23607
13303,C0002395,Alzheimer's Disease,23621
13304,C0002395,Alzheimer's Disease,2567
13305,C0002395,Alzheimer's Disease,25902
13306,C0002395,Alzheimer's Disease,26330
13307,C0002395,Alzheimer's Disease,267
13308,C0002395,Alzheimer's Disease,27115
13309,C0002395,Alzheimer's Disease,27328
13310,C0002395,Alzheimer's Disease,274
13311,C0002395,Alzheimer's Disease,285965
13312,C0002395,Alzheimer's Disease,28969
13313,C0002395,Alzheimer's Disease,2932
13314,C0002395,Alzheimer's Disease,29780
13315,C0002395,Alzheimer's Disease,29949
13316,C0002395,Alzheimer's Disease,3077
13317,C0002395,Alzheimer's Disease,3162
13318,C0002395,Alzheimer's Disease,323
13319,C0002395,Alzheimer's Disease,338645
13320,C0002395,Alzheimer's Disease,341
13321,C0002395,Alzheimer's Disease,3416
13322,C0002395,Alzheimer's Disease,343641
13323,C0002395,Alzheimer's Disease,344148
13324,C0002395,Alzheimer's Disease,3479
13325,C0002395,Alzheimer's Disease,348
13326,C0002395,Alzheimer's Disease,3480
13327,C0002395,Alzheimer's Disease,3481
13328,C0002395,Alzheimer's Disease,3482
13329,C0002395,Alzheimer's Disease,3492
13330,C0002395,Alzheimer's Disease,351
13331,C0002395,Alzheimer's Disease,353128
13332,C0002395,Alzheimer's Disease,3553
13333,C0002395,Alzheimer's Disease,3630
13334,C0002395,Alzheimer's Disease,3635
13335,C0002395,Alzheimer's Disease,3643
13336,C0002395,Alzheimer's Disease,388325
13337,C0002395,Alzheimer's Disease,3952
13338,C0002395,Alzheimer's Disease,400511
13339,C0002395,Alzheimer's Disease,406938
13340,C0002395,Alzheimer's Disease,4129
13341,C0002395,Alzheimer's Disease,4137
13342,C0002395,Alzheimer's Disease,4299
13343,C0002395,Alzheimer's Disease,43
13344,C0002395,Alzheimer's Disease,4321
13345,C0002395,Alzheimer's Disease,4336
13346,C0002395,Alzheimer's Disease,4353
13347,C0002395,Alzheimer's Disease,450086
13348,C0002395,Alzheimer's Disease,4524
13349,C0002395,Alzheimer's Disease,4535
13350,C0002395,Alzheimer's Disease,4846
13351,C0002395,Alzheimer's Disease,4852
13352,C0002395,Alzheimer's Disease,498
13353,C0002395,Alzheimer's Disease,51338
13354,C0002395,Alzheimer's Disease,5328
13355,C0002395,Alzheimer's Disease,54205
13356,C0002395,Alzheimer's Disease,54209
13357,C0002395,Alzheimer's Disease,54498
13358,C0002395,Alzheimer's Disease,5468
13359,C0002395,Alzheimer's Disease,54798
13360,C0002395,Alzheimer's Disease,54828
13361,C0002395,Alzheimer's Disease,55063
13362,C0002395,Alzheimer's Disease,55351
13363,C0002395,Alzheimer's Disease,55676
13364,C0002395,Alzheimer's Disease,55691
13365,C0002395,Alzheimer's Disease,5621
13366,C0002395,Alzheimer's Disease,5649
13367,C0002395,Alzheimer's Disease,5663
13368,C0002395,Alzheimer's Disease,5664
13369,C0002395,Alzheimer's Disease,56776
13370,C0002395,Alzheimer's Disease,5697
13371,C0002395,Alzheimer's Disease,57091
13372,C0002395,Alzheimer's Disease,57569
13373,C0002395,Alzheimer's Disease,57687
13374,C0002395,Alzheimer's Disease,581
13375,C0002395,Alzheimer's Disease,5819
13376,C0002395,Alzheimer's Disease,590
13377,C0002395,Alzheimer's Disease,596
13378,C0002395,Alzheimer's Disease,60412
13379,C0002395,Alzheimer's Disease,627
13380,C0002395,Alzheimer's Disease,642
13381,C0002395,Alzheimer's Disease,64231
13382,C0002395,Alzheimer's Disease,644135
13383,C0002395,Alzheimer's Disease,64478
13384,C0002395,Alzheimer's Disease,644873
13385,C0002395,Alzheimer's Disease,64851
13386,C0002395,Alzheimer's Disease,6517
13387,C0002395,Alzheimer's Disease,6648
13388,C0002395,Alzheimer's Disease,6653
13389,C0002395,Alzheimer's Disease,7018
13390,C0002395,Alzheimer's Disease,7019
13391,C0002395,Alzheimer's Disease,7124
13392,C0002395,Alzheimer's Disease,7167
13393,C0002395,Alzheimer's Disease,7422
13394,C0002395,Alzheimer's Disease,7447
13395,C0002395,Alzheimer's Disease,7782
13396,C0002395,Alzheimer's Disease,780912
13397,C0002395,Alzheimer's Disease,79660
13398,C0002395,Alzheimer's Disease,79685
13399,C0002395,Alzheimer's Disease,79722
13400,C0002395,Alzheimer's Disease,79789
13401,C0002395,Alzheimer's Disease,801
13402,C0002395,Alzheimer's Disease,80320
13403,C0002395,Alzheimer's Disease,8081
13404,C0002395,Alzheimer's Disease,8301
13405,C0002395,Alzheimer's Disease,836
13406,C0002395,Alzheimer's Disease,84466
13407,C0002395,Alzheimer's Disease,84888
13408,C0002395,Alzheimer's Disease,8738
13409,C0002395,Alzheimer's Disease,8878
13410,C0002395,Alzheimer's Disease,8913
13411,C0002395,Alzheimer's Disease,9019
13412,C0002395,Alzheimer's Disease,932
13413,C0002395,Alzheimer's Disease,9325
13414,C0002395,Alzheimer's Disease,945
13415,C0002395,Alzheimer's Disease,9498
13416,C0002395,Alzheimer's Disease,9705
13417,C0002395,Alzheimer's Disease,9844
13418,C0002395,Alzheimer's Disease,9846
13419,C0567312,Menopause present (finding),102723403
13420,C0567312,Menopause present (finding),113510
13421,C0567312,Menopause present (finding),204801
13422,C0567312,Menopause present (finding),221711
13423,C0567312,Menopause present (finding),284417
13424,C0567312,Menopause present (finding),3839
13425,C0567312,Menopause present (finding),51720
13426,C0567312,Menopause present (finding),5428
13427,C0567312,Menopause present (finding),54933
13428,C0567312,Menopause present (finding),54971
13429,C0567312,Menopause present (finding),5557
13430,C0567312,Menopause present (finding),64838
13431,C0567312,Menopause present (finding),7916
13432,C0567312,Menopause present (finding),80736
13433,C0567312,Menopause present (finding),81550
13434,C0567312,Menopause present (finding),84446
13435,C0567312,Menopause present (finding),84515
13436,C0567312,Menopause present (finding),8630
13437,C0567312,Menopause present (finding),9070
13438,C0567312,Menopause present (finding),9156
13439,C0567312,Menopause present (finding),9874
13440,C0027672,"Neoplastic Syndromes, Hereditary",10111
13441,C0027672,"Neoplastic Syndromes, Hereditary",1019
13442,C0027672,"Neoplastic Syndromes, Hereditary",1029
13443,C0027672,"Neoplastic Syndromes, Hereditary",11200
13444,C0027672,"Neoplastic Syndromes, Hereditary",201163
13445,C0027672,"Neoplastic Syndromes, Hereditary",2176
13446,C0027672,"Neoplastic Syndromes, Hereditary",2271
13447,C0027672,"Neoplastic Syndromes, Hereditary",23022
13448,C0027672,"Neoplastic Syndromes, Hereditary",2956
13449,C0027672,"Neoplastic Syndromes, Hereditary",324
13450,C0027672,"Neoplastic Syndromes, Hereditary",4089
13451,C0027672,"Neoplastic Syndromes, Hereditary",4149
13452,C0027672,"Neoplastic Syndromes, Hereditary",4221
13453,C0027672,"Neoplastic Syndromes, Hereditary",4233
13454,C0027672,"Neoplastic Syndromes, Hereditary",4286
13455,C0027672,"Neoplastic Syndromes, Hereditary",4292
13456,C0027672,"Neoplastic Syndromes, Hereditary",4361
13457,C0027672,"Neoplastic Syndromes, Hereditary",4436
13458,C0027672,"Neoplastic Syndromes, Hereditary",4595
13459,C0027672,"Neoplastic Syndromes, Hereditary",4683
13460,C0027672,"Neoplastic Syndromes, Hereditary",472
13461,C0027672,"Neoplastic Syndromes, Hereditary",4763
13462,C0027672,"Neoplastic Syndromes, Hereditary",5395
13463,C0027672,"Neoplastic Syndromes, Hereditary",54949
13464,C0027672,"Neoplastic Syndromes, Hereditary",55654
13465,C0027672,"Neoplastic Syndromes, Hereditary",5728
13466,C0027672,"Neoplastic Syndromes, Hereditary",580
13467,C0027672,"Neoplastic Syndromes, Hereditary",5889
13468,C0027672,"Neoplastic Syndromes, Hereditary",5979
13469,C0027672,"Neoplastic Syndromes, Hereditary",6389
13470,C0027672,"Neoplastic Syndromes, Hereditary",6390
13471,C0027672,"Neoplastic Syndromes, Hereditary",6391
13472,C0027672,"Neoplastic Syndromes, Hereditary",6392
13473,C0027672,"Neoplastic Syndromes, Hereditary",641
13474,C0027672,"Neoplastic Syndromes, Hereditary",657
13475,C0027672,"Neoplastic Syndromes, Hereditary",672
13476,C0027672,"Neoplastic Syndromes, Hereditary",675
13477,C0027672,"Neoplastic Syndromes, Hereditary",6794
13478,C0027672,"Neoplastic Syndromes, Hereditary",7157
